windSpd,windDir,swellFreq,swellAmpl,swellDir,streamSpd,streamDir,airT,airP,airH,waterT,waterS,time,sunUV,sunLux,sunOcta,spd,drift,consumption,roll,production
1.0,5.0,0.0,6.0,6.0,1.0,15.0,2.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,5.0,0.8779413632176982,2.094954079580458,6.209199386399919,11.875823455344205,0.0
1.0,0.0,0.0,1.0,15.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,2.256393186736396,2.2472547857618634,12.230799877195912,28.27728576696481,26.301098634430467
0.0,8.0,0.0,9.0,10.0,1.0,5.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,7.0,0.01490102517454939,-1.3462336788128724,0.27006911455618665,1.0949418585210726,0.0
1.0,16.0,0.0,8.0,0.0,0.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0787219893458777,2.2133418803425697,6.332654156068232,-25.664634485061175,8.832458006828887
2.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,4.0,2.052318807809624,1.5982778145790664,13.746378882888436,-12.656319467178829,26.952493000657373
1.0,5.0,0.0,2.0,1.0,0.0,12.0,3.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,1.5541665285177682,1.4500635172890342,10.794328638165462,12.129583402372722,42.01711774652336
0.0,13.0,0.0,3.0,14.0,0.0,7.0,1.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,7.0,0.33868008717213643,0.44645186640947865,2.1211305858663247,-13.702509419410804,0.0
0.0,5.0,0.0,7.0,16.0,1.0,14.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,0.7033721983959145,1.8113277957611271,5.659270092867168,10.2350689411251,206.08187910053584
1.0,8.0,0.0,2.0,12.0,1.0,3.0,1.0,5.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.1722871392574241,-3.1173711771615262,9.821637757981614,2.5412756205643205,0.0
1.0,3.0,0.0,5.0,3.0,0.0,5.0,0.0,4.0,2.0,1.0,0.0,4.0,0.0,0.0,6.0,1.5688514606431052,1.519241666348156,7.368934325588483,19.50632932720194,0.0
0.0,0.0,0.0,0.0,14.0,0.0,12.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.7881816571587099,1.46325009678076,4.388071359024301,27.368257170151853,29.1280900436727
1.0,2.0,0.0,9.0,4.0,0.0,13.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.730436210013252,1.5420522385318447,7.2284870045676755,22.697329926652216,0.0
0.0,1.0,0.0,6.0,5.0,1.0,13.0,0.0,5.0,1.0,0.0,1.0,4.0,0.0,0.0,6.0,1.1406369944109944,1.5858960678667178,4.543191250480872,24.175213491965515,0.0
0.0,1.0,0.0,4.0,4.0,0.0,7.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,7.0,0.15073497033049846,-0.5463068967401565,0.8891981075525026,25.514978800692486,46.365281835887146
2.0,3.0,0.0,2.0,6.0,1.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.596845807392319,1.327097730007055,18.271795177903183,17.675558003870705,0.0
0.0,14.0,0.0,0.0,17.0,1.0,16.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,6.0,4.0,0.2571439800863496,2.63108539500307,1.2951613745623782,-17.864861537140783,536.2523492449095
0.0,9.0,0.0,4.0,9.0,1.0,0.0,3.0,5.0,0.0,1.0,1.0,4.0,0.0,0.0,4.0,0.1114299960677886,3.1393796378392684,1.753645348713541,-1.272252401553165,0.0
3.0,15.0,0.0,0.0,3.0,1.0,9.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.3860826601572571,0.7083670914096429,18.78402727042501,-21.15165736691885,4.508570858814301
0.0,8.0,0.0,8.0,6.0,1.0,5.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2795141200867442,-0.9955408680158824,2.76956933988026,2.104728324884718,0.0
3.0,6.0,0.0,8.0,12.0,1.0,14.0,2.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.5229910391240921,1.8520743470143568,16.64747984437535,7.248395999249335,0.0
3.0,10.0,1.0,5.0,0.0,0.0,2.0,2.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.8590988727532289,2.789644339677546,18.706400067559663,-3.5346011882812625,10.208452099691922
2.0,17.0,4.0,5.0,5.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,2.0,1.0,11.0,7.0,2.8959143905898066,2.252854786969853,15.438149067566176,-28.86162698647516,1012.7119555979517
8.0,0.0,0.0,7.0,17.0,1.0,11.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-0.8848984504502487,-0.0012367495259617985,39.12454205448885,29.4687949845482,0.0
4.0,16.0,2.0,5.0,12.0,1.0,3.0,0.0,3.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,0.7893535945753462,-2.194730313720307,24.495473881331858,-24.11847304106463,3.1746690667796984
0.0,8.0,0.0,8.0,2.0,1.0,5.0,3.0,5.0,2.0,0.0,0.0,2.0,3.0,6.0,3.0,0.2485966052053513,-1.3607491736980906,1.6873894086238501,3.2396508632275576,728.4642503118147
4.0,3.0,0.0,0.0,17.0,1.0,9.0,0.0,4.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,0.9385828437568122,0.6963182906720444,21.70922468440456,19.556798815913726,10.76410327288373
2.0,4.0,0.0,1.0,4.0,1.0,10.0,2.0,4.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,2.7472981331154465,1.2038386272216195,14.72773073947027,16.53717090463476,0.0
0.0,13.0,0.0,9.0,13.0,1.0,3.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.9087350643306716,-2.041067897546653,5.649545433472693,-13.82332841327142,0.0
0.0,1.0,1.0,1.0,4.0,1.0,11.0,2.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,0.5774233441785922,1.1081322950825012,2.2657880908959838,24.663572626887436,7.394135415360072
1.0,8.0,0.0,9.0,14.0,0.0,11.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,1.0187643966621458,1.4403136715374811,7.8958809908222465,2.7775932217924146,0.0
0.0,8.0,0.0,2.0,10.0,0.0,15.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0808217957884384,2.244440855104634,0.8767457595204264,1.903961609508097,0.0
1.0,11.0,3.0,1.0,7.0,0.0,15.0,2.0,5.0,3.0,0.0,0.0,2.0,1.0,9.0,7.0,0.8578464114616546,1.8846690049145258,9.422686019572023,-7.223010206157677,1287.1293705176747
0.0,5.0,2.0,9.0,3.0,0.0,9.0,1.0,3.0,0.0,1.0,1.0,3.0,0.0,0.0,7.0,0.2236181603446897,0.4864132664259701,1.6348650794440391,11.426993690468974,13.788940915722613
0.0,13.0,0.0,3.0,13.0,0.0,10.0,2.0,4.0,1.0,1.0,0.0,3.0,0.0,0.0,7.0,0.7157128470963441,1.001110350523085,3.8954726315415145,-16.23201459903073,41.18650116644445
0.0,8.0,0.0,4.0,15.0,1.0,12.0,1.0,6.0,2.0,1.0,0.0,4.0,0.0,0.0,4.0,0.07495280485651153,1.262535782240027,2.5247514551241235,0.5736655503937319,0.0
0.0,9.0,0.0,1.0,10.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.5152632545776286,1.6182906692090886,3.542930382017801,-3.190967043823889,0.0
0.0,13.0,0.0,6.0,0.0,0.0,12.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.20916873180773574,1.492646952449589,1.3190291521683113,-13.591153686628864,0.0
0.0,1.0,0.0,6.0,16.0,0.0,15.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21417973621111447,2.183036892849568,1.2264289657253924,26.44849336090473,0.0
2.0,16.0,0.0,8.0,16.0,1.0,16.0,0.0,4.0,2.0,0.0,1.0,2.0,2.0,3.0,4.0,4.046491819893012,1.8824185680582488,15.740298871869776,-24.95460311920085,393.53592802813387
0.0,13.0,2.0,4.0,17.0,1.0,7.0,3.0,2.0,3.0,0.0,1.0,3.0,0.0,0.0,5.0,0.3511580484753863,-0.17166936401288946,1.898024908119702,-16.37109074300893,35.45129290315639
10.0,0.0,0.0,0.0,6.0,0.0,4.0,1.0,5.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,-1.7292111157564352,-1.5815271519300302,48.73694416143013,28.163751200239204,5.276347140838862
1.0,11.0,0.0,9.0,2.0,0.0,4.0,3.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.6723903433721921,-1.6251199225171196,7.076270289005959,-7.571923370771017,14.591339308095565
2.0,14.0,0.0,9.0,9.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,3.490675672892687,1.6147243783679233,18.269780390325614,-17.032927469638185,0.0
0.0,4.0,0.0,2.0,4.0,0.0,15.0,1.0,4.0,3.0,1.0,0.0,1.0,1.0,0.0,2.0,0.9397968142526476,1.5770249464972768,5.214272654563977,15.855466553580197,14.060995922127994
4.0,7.0,0.0,5.0,5.0,1.0,3.0,0.0,3.0,3.0,0.0,1.0,4.0,0.0,0.0,7.0,0.6942437757920847,-2.1627223715705566,21.447471008136656,3.75397878393044,0.0
1.0,3.0,0.0,2.0,3.0,0.0,5.0,1.0,4.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,1.5257472768781604,1.385546099850215,7.847383795124612,17.405279689896695,0.0
2.0,11.0,0.0,3.0,16.0,1.0,11.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,0.0,3.0,1.5387656948666246,1.1312210050883853,13.128742604355544,-9.574538481385082,72.93071663806599
3.0,1.0,0.0,3.0,14.0,1.0,1.0,1.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0486689522140529,2.9461065340347465,17.12154559441226,25.098960382860927,1.3033818156088806
1.0,16.0,0.0,0.0,7.0,0.0,8.0,3.0,4.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,1.381193364675543,1.1795673505263229,8.277782193858009,-25.03399504605657,4.858704064089622
2.0,4.0,1.0,0.0,4.0,0.0,8.0,3.0,4.0,2.0,1.0,1.0,3.0,1.0,0.0,3.0,2.2485931196842444,1.4957117512508629,12.980762332082966,15.109541646268294,20.097898561875976
1.0,12.0,0.0,5.0,14.0,0.0,7.0,3.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,6.0,1.3709911160101775,0.9071974861158858,9.467663088091141,-12.211134645972132,390.8715137501736
1.0,13.0,0.0,0.0,2.0,0.0,17.0,0.0,3.0,2.0,1.0,0.0,2.0,2.0,3.0,1.0,2.0406150928912785,1.6232159834244062,11.795026108965509,-15.08648159620399,175.02601081641166
0.0,16.0,0.0,9.0,16.0,1.0,3.0,0.0,2.0,3.0,0.0,1.0,4.0,0.0,0.0,1.0,0.7982438926188957,-2.4495492534594443,3.119840342831056,-24.79572422150834,0.0
2.0,10.0,1.0,5.0,5.0,1.0,15.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.879563602218928,2.0400419711179927,11.603835410079176,-5.9146269885868366,0.0
0.0,16.0,0.0,0.0,14.0,1.0,5.0,2.0,2.0,1.0,0.0,1.0,3.0,1.0,0.0,6.0,0.3015534810779569,-1.2538081659404041,1.780093197025601,-25.49419858538273,74.05872980871884
0.0,12.0,3.0,6.0,3.0,1.0,11.0,0.0,3.0,2.0,0.0,1.0,2.0,3.0,5.0,2.0,0.2093750838211404,1.0932527448036993,1.4014126007235899,-12.666685808577256,496.9582201245136
1.0,12.0,0.0,5.0,8.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,1.28212307210147,1.741125316616886,9.729612358969412,-10.945358476226907,8.143243347648237
2.0,16.0,0.0,2.0,4.0,0.0,0.0,2.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,2.622036222946001,1.8063376804680236,15.262915805984608,-25.928142556474274,33.5008594240968
0.0,11.0,1.0,5.0,8.0,1.0,14.0,2.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.02672932572353862,1.8258749966698,0.2632294710543965,-8.150504949441881,0.0
3.0,2.0,0.0,2.0,16.0,0.0,14.0,1.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3142376081012823,1.6134230397586915,18.9277552963622,20.40434040893197,0.0
2.0,5.0,0.0,9.0,1.0,0.0,15.0,2.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,4.0,1.937093600033286,1.7320865964888914,15.30367720443161,10.451006340650393,0.0
0.0,3.0,0.0,4.0,15.0,0.0,3.0,0.0,4.0,2.0,1.0,0.0,4.0,0.0,0.0,2.0,1.1827493893938874,1.6170416166124368,6.018477430986541,17.63838379373784,0.0
5.0,8.0,0.0,3.0,5.0,0.0,12.0,3.0,2.0,3.0,1.0,0.0,2.0,2.0,2.0,3.0,0.020984852273077687,1.1159421063520942,28.89293486871888,0.930138406055363,217.7020780642525
0.0,14.0,0.0,7.0,0.0,0.0,16.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,0.3188580146877151,2.335872770548579,1.4978873683825915,-19.502965125373247,79.0006242320253
0.0,5.0,0.0,7.0,8.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,2.0,2.0,2.0,4.0,0.25844548691831337,3.0450599904186624,1.8714297077678648,11.554915076235538,218.0198359473642
6.0,14.0,0.0,6.0,14.0,1.0,11.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,3.0,-0.07663719212543793,0.7224987348671646,30.670775335328532,-19.718590498861907,87.72995515285999
0.0,1.0,0.0,0.0,1.0,1.0,6.0,2.0,3.0,2.0,1.0,1.0,3.0,0.0,0.0,2.0,0.20054431496969305,-0.6191943005816394,0.8086351094869244,23.783176027109604,4.202865282054363
5.0,13.0,0.0,9.0,9.0,0.0,6.0,1.0,4.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.2453688823560515,-0.7017111581204691,27.363830995592604,-16.375395842186787,5.120299331998946
1.0,4.0,0.0,3.0,14.0,1.0,15.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,7.0,1.151300113322128,1.8688333009150944,7.139177222411674,13.865757257096627,417.92403180054964
0.0,2.0,0.0,2.0,12.0,1.0,7.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.1964545658308116,-0.4343589555227415,0.8465589760316066,21.79249417791452,0.0
3.0,13.0,0.0,2.0,4.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,2.0,7.0,5.0,1.1648699973807208,2.8249751095249165,16.743059561873974,-15.532963911606345,1086.6143760041825
4.0,0.0,0.0,2.0,11.0,1.0,6.0,0.0,3.0,2.0,0.0,1.0,4.0,0.0,0.0,2.0,0.529751472906946,-0.6702420371480087,24.46603309472892,29.121376239668606,0.0
3.0,14.0,0.0,7.0,10.0,0.0,9.0,1.0,4.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,1.2037530951184474,1.2326911864368792,18.27313959334846,-17.902551939920205,46.36687923057184
1.0,5.0,0.0,8.0,16.0,1.0,16.0,1.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,6.0,1.2065032718636122,2.1360063700204424,8.919194694155644,11.281074624441251,0.0
0.0,15.0,0.0,3.0,4.0,1.0,5.0,2.0,5.0,2.0,0.0,0.0,3.0,0.0,0.0,4.0,0.924798367024182,-0.8234631824266445,4.100488879272885,-21.000846799269443,0.0
1.0,12.0,0.0,2.0,15.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,6.0,1.3870922474852303,1.6669478145634198,9.863192949882155,-11.801498641483619,0.0
3.0,13.0,0.0,4.0,11.0,1.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8421279163410982,1.7925425223095282,20.781760389680635,-16.097590449878965,0.0
0.0,15.0,0.0,8.0,15.0,1.0,6.0,2.0,4.0,2.0,1.0,0.0,3.0,0.0,0.0,7.0,0.7105576623142142,-0.7382505037399368,3.103890335230284,-21.41037043829097,0.0
3.0,14.0,2.0,2.0,3.0,1.0,8.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.4596617869184176,0.5262588270368134,16.850509585710288,-19.214269652744814,161.06861111151971
2.0,2.0,2.0,0.0,8.0,1.0,16.0,1.0,2.0,3.0,1.0,0.0,2.0,2.0,4.0,2.0,3.3566093346286388,1.8874497667715355,14.658366901395535,21.41818843133986,252.53539494405646
1.0,5.0,1.0,8.0,15.0,0.0,1.0,2.0,4.0,1.0,0.0,1.0,3.0,0.0,0.0,5.0,1.2287186049154522,1.7604448496139995,9.630421735443539,10.546613395037577,12.697869831458855
0.0,13.0,0.0,6.0,1.0,1.0,0.0,3.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,5.0,0.5459793444528588,3.0797649739501893,3.2454793877646995,-14.585482417317793,0.0
4.0,1.0,0.0,7.0,13.0,0.0,6.0,1.0,3.0,2.0,0.0,1.0,3.0,0.0,0.0,4.0,0.6802901615846364,0.7567367205434257,22.021111037639006,26.18763094619437,6.525974975412173
2.0,10.0,0.0,4.0,8.0,1.0,9.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.8009784420704125,1.1062412767985188,16.962644162394536,-3.7084864751078332,0.0
6.0,17.0,1.0,5.0,17.0,1.0,8.0,3.0,4.0,1.0,0.0,1.0,3.0,0.0,1.0,5.0,-0.2739731765094464,-0.16686083525586246,32.926488921315865,-28.534751975931748,33.19354264358078
2.0,1.0,0.0,3.0,2.0,0.0,8.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,1.0,6.0,3.397518757478285,1.3335516938307947,13.612245850902465,23.986286632293854,40.77828139788768
4.0,0.0,0.0,8.0,13.0,0.0,16.0,3.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,0.6656650764928247,1.5710923337567972,23.18503099538168,29.6617046663487,16.43178129481116
1.0,2.0,0.0,3.0,11.0,0.0,4.0,0.0,4.0,2.0,0.0,1.0,4.0,0.0,0.0,5.0,1.63539027833666,1.5759806072705165,7.029002319372103,21.86601446697084,0.0
0.0,5.0,0.0,9.0,14.0,1.0,8.0,2.0,3.0,2.0,0.0,0.0,4.0,0.0,0.0,4.0,0.3661263340477329,0.20496092031930327,2.6596742927235884,11.512007541763635,0.0
1.0,4.0,1.0,6.0,0.0,1.0,15.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.7291243108792584,1.9553746453345409,11.026225271952448,13.412402989810664,0.25765840309033666
2.0,4.0,0.0,2.0,9.0,0.0,5.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,2.389858893162983,1.4166341221052294,13.76527225530803,15.150710375982936,0.0
1.0,9.0,0.0,9.0,15.0,1.0,13.0,0.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,0.6158329851579035,1.4546830813966969,10.389220278588,-1.1814602373808278,191.8684203181786
0.0,13.0,0.0,4.0,0.0,0.0,8.0,3.0,4.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,0.3346186152249,0.5362131504205482,1.823494208905876,-16.207633625554404,0.0
0.0,8.0,0.0,9.0,11.0,1.0,9.0,2.0,5.0,2.0,0.0,0.0,2.0,3.0,1.0,1.0,0.08750965643218858,0.3783882108004727,1.2708645665933311,1.3865713861618236,59.931741440313814
